id,x,y,type
49,1211.4469454024734,515.9903491256733,road
50,1224.7605130997767,493.1670902160104,road
51,1238.07408079708,483.6573990036509,road
52,1224.7605130997767,460.8341400939878,road
53,1213.348883644945,464.6380165789317,road
54,1161.996551098203,436.108942941853,road
55,1152.4868598858438,449.4225106391564,road
56,1141.0752304310122,438.01088118432494,road
57,1116.3500332788776,390.4624251225271,road
58,1173.408180553035,415.18762227466186,road
59,1091.6248361267426,401.8740545773585,road
60,1133.4674774611249,485.5593372461227,road
61,1120.1539097638215,500.774843185898,road
62,1125.859724491237,515.9903491256733,road
63,1142.9771686734844,519.7942256106172,road
64,1057.389947762248,377.1488574252237,road
65,1078.3112684294392,361.9333514854484,road
66,1084.0170831568548,344.8159073032012,road
67,1097.3306508541582,314.3848954236505,road
68,1120.1539097638215,291.5616365139874,road
69,1127.7616627337088,297.26745124140325,road
70,1165.8004275831472,276.3461305742121,road
71,1139.1732921885405,245.9151186946615,road
72,1152.4868598858438,232.6015509973581,road
73,1148.6829834009,207.8763538452233,road
74,1196.2314394626978,181.24921845061647,road
75,1051.6841330348325,312.48295718117856,road
76,1051.6841330348325,297.26745124140325,road
77,1019.3511829128098,240.2093039672459,road
78,1006.0376152155064,215.4841068151109,road
79,1023.1550593977536,76.64261511466134,road
80,1034.5666888525852,55.7212944474702,road
81,1120.1539097638215,40.50578850769489,road
82,1082.115144914383,202.1705391178075,road
83,1078.3112684294392,226.8957362699425,road
84,1078.3112684294392,253.52287166454929,road
85,1133.4674774611249,318.1887719085943,road
86,1139.1732921885405,325.79652487848193,road
87,1182.9178717653945,306.77714245376285,road
88,1203.8391924325856,329.6004013634258,road
89,1215.2508218874173,323.89458663601,road
90,1154.3887981283156,344.8159073032012,road
91,1177.2120570379789,365.73722797039215,road
92,1209.5450071600012,354.3255985155606,road
93,1238.07408079708,346.7178455456731,road
94,1262.7992779492151,333.4042778483696,road
95,1289.426413343822,384.7566103951112,road
96,1266.603154434159,392.364363364999,road
97,1257.093463221799,396.1682398499428,road
98,1302.7399810411252,413.28568403219,road
99,1243.7798955244955,426.5992517294934,road
100,1232.3682660696643,417.0895605171338,road
101,1209.5450071600012,434.20700469938106,road
102,1251.3876484943837,457.030263609044,road
103,1314.151610495957,436.108942941853,road
104,1268.5050926766307,481.7554607611789,road
105,1327.4651781932605,458.932201851516,road
106,1281.818660373934,504.5787196708419,road
107,1338.8768076480917,483.6573990036509,road
108,1289.426413343822,519.7942256106172,road
109,1346.4845606179792,502.67678142837,road
110,1384.5233254674176,487.46127548859465,road
111,1401.640769649665,496.9709667009543,road
112,1426.3659668017997,495.0690284584823,road
113,1449.1892257114628,487.46127548859465,road
114,1477.7182993485412,479.853522518707,road
115,1502.4434965006762,472.24576954881934,road
116,1510.051249470564,495.0690284584823,road
117,1510.051249470564,531.2058550654486,road
118,1494.8357435307885,536.9116697928644,road
119,1479.6202375910134,546.421361005224,road
120,1464.404731651238,565.4407434299432,road
121,1445.3853492265189,582.5581876121903,road
122,1483.4241140759573,593.9698170670218,road
123,1492.9338052883168,578.7543111272465,road
124,1510.051249470564,576.8523728847746,road
125,1530.9725701377552,563.5388051874712,road
126,1551.8938908049458,548.3232992476959,road
127,1608.9520380791037,632.0085819164601,road
128,1574.7171497146091,647.2240878562354,road
129,1551.8938908049458,660.5376555535388,road
130,1525.266755410339,671.9492850083703,road
131,1502.4434965006762,683.3609144632018,road
132,1466.30666989371,616.7930759766848,road
133,1534.7764466226986,698.5764204029771,road
134,1561.4035820173058,677.655099735786,road
135,1586.1287791694403,662.4395937960107,road
136,1582.3249026844965,727.1054940400559,road
137,1612.7559145640475,702.380296887921,road
138,1639.3830499586545,677.655099735786,road
139,1664.1082471107889,654.8318408261231,road
140,1654.5985558984294,645.3221496137635,road
141,1662.2063088683171,696.6744821605052,road
142,1664.1082471107889,742.3209999798312,road
143,1489.1299288033729,711.8899881002806,road
144,1622.265605776407,820.3004679211796,road
145,1646.9908029285416,818.3985296787077,road
146,1660.3043706258454,799.3791472539885,road
147,437.3580807164036,244.0131804521896,road
148,418.3386982916844,249.71899517960537,road
149,389.8096246546057,238.307365724774,road
150,382.201871684718,270.6403158467965,road
151,355.5747362901112,321.99264839353816,road
152,342.26116859280785,327.6984631209539,road
153,393.6135011395496,304.8752042112909,road
154,422.1425747766283,293.46357475645937,road
155,435.45614247393166,259.2286863919651,road
156,456.3774631411228,280.150007059156,road
157,528.6511163550555,304.8752042112909,road
158,545.7685605373027,293.46357475645937,road
159,557.1801899921344,346.7178455456731,road
160,555.2782517496624,375.24691918275175,road
161,524.8472398701118,481.7554607611789,road
162,437.3580807164036,447.5205723966844,road
163,479.20072205078566,350.52172203061684,road
164,378.3979951997743,342.9139690607292,road
165,346.06504507775173,356.22753675803256,road
166,328.9476008955045,361.9333514854484,road
167,285.2030213186504,464.6380165789317,road
168,306.1243419858414,474.1477077912913,road
169,328.9476008955045,487.46127548859465,road
170,342.26116859280785,462.7360783364597,road
171,349.8689215626954,430.4031282144372,road
172,372.6921804723585,441.8147576692687,road
173,357.4766745325832,468.4418930638756,road
174,363.182489259999,472.24576954881934,road
175,378.3979951997743,479.853522518707,road
176,393.6135011395496,449.4225106391564,road
177,416.43676004921247,457.030263609044,road
178,397.4173776244935,491.2651519735384,road
179,420.2406365341564,502.67678142837,road
180,439.2600189588756,464.6380165789317,road
181,463.9852161110104,477.9515842762351,road
182,441.1619572013475,514.0884108832015,road
183,463.9852161110104,527.4019785805049,road
184,486.8084750206734,487.46127548859465,road
185,509.6317339303365,495.0690284584823,road
186,486.8084750206734,536.9116697928644,road
187,507.72979568786457,548.3232992476959,road
188,524.8472398701118,517.8922873681453,road
189,530.5530545975274,504.5787196708419,road
190,536.2588693249432,565.4407434299432,road
191,553.3763135071905,574.9504346423028,road
192,572.3956959319097,571.1465581573589,road
193,557.1801899921344,519.7942256106172,road
194,574.2976341743816,464.6380165789317,road
195,600.9247695689884,462.7360783364597,road
196,625.6499667211232,462.7360783364597,road
197,616.1402755087637,495.0690284584823,road
198,585.7092636292131,521.696163853089,road
199,599.0228313265164,557.8329904600555,road
200,587.611201871685,571.1465581573589,road
201,618.0422137512356,544.5194227627521,road
202,631.355781448539,540.7155462778082,road
203,635.1596579334829,555.9310522175836,road
204,697.9236199350561,519.7942256106172,road
205,688.4139287226964,495.0690284584823,road
206,682.7081139952808,470.3438313063474,road
207,677.0022992678649,453.22638712410026,road
208,610.4344607813479,521.696163853089,road
209,597.1208930840445,447.5205723966844,road
210,576.1995724168534,449.4225106391564,road
211,640.8654726608985,434.20700469938106,road
212,623.7480284786512,373.3449809402798,road
213,587.611201871685,384.7566103951112,road
214,591.4150783566287,417.0895605171338,road
215,610.4344607813479,312.48295718117856,road
216,696.0216816925841,360.03141324297644,road
217,694.1197434501122,392.364363364999,road
218,701.72749642,413.28568403219,road
219,677.0022992678649,418.99149875960575,road
220,730.2565700570786,413.28568403219,road
221,768.2953349065168,394.2663016074709,road
222,323.24178616808865,510.2845343982576,road
223,338.457292107864,519.7942256106172,road
224,353.6727980476393,527.4019785805049,road
225,372.6921804723585,536.9116697928644,road
226,395.5154393820216,546.421361005224,road
227,418.3386982916844,557.8329904600555,road
228,443.0638954438194,571.1465581573589,road
229,462.0832778685386,582.5581876121903,road
230,483.0045985357296,592.0678788245499,road
231,503.9259192029207,605.3814465218534,road
232,538.1608075674152,620.5969524616287,road
233,543.8666222948308,588.2640023396061,road
234,536.2588693249432,643.4202113712915,road
235,532.4549928399994,666.2434702809546,road
236,526.7491781125835,681.4589762207299,road
237,521.0433633851679,706.1841733728647,road
238,515.3375486577521,727.1054940400559,road
239,505.8278574453926,748.0268147072469,road
240,490.6123515056173,772.7520118593818,road
241,492.51428974808925,795.5752707690447,road
242,494.4162279905612,808.8888384663481,road
243,450.671648413707,808.8888384663481,road
244,424.0445130191002,822.2024061636515,road
245,365.0844275024709,793.6733325265728,road
246,363.182489259999,816.4965914362358,road
247,363.182489259999,831.7120973760111,road
248,243.3603799842682,768.9481353744379,road
249,233.8506887719086,786.0655795566852,road
250,268.0855771364031,805.0849619814043,road
251,129.24408543595325,744.222938222303,road
252,142.55765313325674,723.301617555112,road
253,152.06734434561633,700.478358645449,road
254,159.675097315504,681.4589762207299,road
255,169.18478852786347,658.6357173110669,road
256,180.59641798269504,637.7143966438758,road
257,190.1061091950546,614.8911377342129,road
258,195.8119239224704,605.3814465218534,road
259,176.79254149775113,595.8717553094938,road
260,157.77315907303205,586.3620640971342,road
261,142.55765313325674,576.8523728847746,road
262,150.1654061031444,609.1853230067971,road
263,133.04796192089714,611.0872612492691,road
264,133.04796192089714,592.0678788245499,road
265,115.93051773864988,592.0678788245499,road
266,96.91113531393069,592.0678788245499,road
267,79.79369113168354,593.9698170670218,road
268,77.8917528892116,628.2047054315162,road
269,96.91113531393069,628.2047054315162,road
270,115.93051773864988,628.2047054315162,road
271,133.04796192089714,626.3027671890444,road
272,159.675097315504,628.2047054315162,road
273,237.6545652568525,635.812458401404,road
274,249.06619471168392,612.9891994917409,road
275,237.6545652568525,605.3814465218534,road
276,201.51773864988604,592.0678788245499,road
277,258.5758859240435,592.0678788245499,road
278,277.5952683487627,567.342681672415,road
279,420.2406365341564,637.7143966438758,road
280,429.75032774651606,614.8911377342129,road
281,439.2600189588756,593.9698170670218,road
282,412.6328835642688,658.6357173110669,road
283,403.1231923519091,677.655099735786,road
284,399.3193158669652,685.2628527056737,road
285,363.182489259999,670.0473467658984,road
286,353.6727980476393,652.9299025836511,road
287,300.4185272584257,632.0085819164601,road
288,289.00689780359426,656.733779068595,road
289,391.71156289707767,702.380296887921,road
290,382.201871684718,725.2035557975839,road
291,370.7902422298865,744.222938222303,road
292,368.8883039874146,768.9481353744379,road
293,260.47782416651546,723.301617555112,road
294,271.889453621347,704.2822351303928,road
295,281.3991448337065,681.4589762207299,road
296,252.8700711966278,744.222938222303,road
297,853.8825558177531,422.7953752445496,road
298,821.5496056957305,407.5798693047743,road
299,793.0205320586518,418.99149875960575,road
300,766.3933966640451,430.4031282144372,road
301,741.6681995119101,441.8147576692687,road
302,711.2371876323595,447.5205723966844,road
303,734.0604465420225,514.0884108832015,road
304,718.8449406022472,521.696163853089,road
305,745.472075996854,506.4806579133137,road
306,758.7856436941573,493.1670902160104,road
307,770.1972731489888,487.46127548859465,road
308,781.6089026038204,476.0496460337631,road
309,793.0205320586518,470.3438313063474,road
310,810.1379762408991,455.1283253665721,road
311,872.9019382424723,565.4407434299432,road
312,842.4709263629217,578.7543111272465,road
313,812.039914483371,571.1465581573589,road
314,813.941852725843,593.9698170670218,road
315,794.9224703011238,601.5775700369095,road
316,829.1573586656183,618.6950142191567,road
317,808.2360379984272,641.5182731288197,road
318,813.941852725843,675.7531614933141,road
319,787.314717331236,668.1454085234265,road
320,762.5895201791012,677.655099735786,road
321,743.570137754382,660.5376555535388,road
322,713.1391258748314,645.3221496137635,road
323,635.1596579334829,607.2833847643252,road
324,614.2383372662918,597.7736935519656,road
325,591.4150783566287,584.4601258546622,road
326,564.7879429620219,628.2047054315162,road
327,570.4937576894378,641.5182731288197,road
328,547.6704987797747,641.5182731288197,road
329,572.3956959319097,668.1454085234265,road
330,625.6499667211232,641.5182731288197,road
331,652.2771021157301,649.1260260987074,road
332,684.6100522377527,660.5376555535388,road
333,572.3956959319097,692.8706056755614,road
334,572.3956959319097,715.6938645852243,road
335,570.4937576894378,746.124876464775,road
336,517.239486900224,778.4578265867975,road
337,519.141425142696,799.3791472539885,road
338,581.9053871442692,767.046197131966,road
339,652.2771021157301,768.9481353744379,road
340,806.3340997559552,690.9686674330894,road
341,827.2554204231463,727.1054940400559,road
342,823.4515439382025,713.7919263427524,road
343,730.2565700570786,767.046197131966,road
344,715.0410641173033,736.6151852524154,road
345,694.1197434501122,748.0268147072469,road
346,673.198422782921,757.5365059196065,road
347,711.2371876323595,780.3597648292694,road
348,692.2178052076403,789.869456041629,road
349,669.3945462979774,799.3791472539885,road
350,654.1790403582021,808.8888384663481,road
351,652.2771021157301,824.1043444061235,road
352,661.7867933280896,845.0256650733145,road
353,673.198422782921,867.8489239829775,road
354,618.0422137512356,896.3779976200561,road
355,599.0228313265164,879.260553437809,road
356,581.9053871442692,862.1431092555617,road
357,882.4116294548318,527.4019785805049,road
358,929.9600855166296,495.0690284584823,road
359,920.4503943042702,481.7554607611789,road
360,888.1174441822476,544.5194227627521,road
361,941.3717149714612,512.1864726407296,road
362,954.6852826687648,542.6174845202802,road
363,905.2348883644949,571.1465581573589,road
364,475.396845565842,179.34728020814464,facility
365,625.6499667211232,249.71899517960537,facility
366,694.1197434501122,287.75776002904377,facility
367,760.6875819366293,325.79652487848193,facility
368,895.7251971521354,386.6585486375832,facility
369,992.7240475182032,432.3050664569091,facility
370,1080.213206671911,479.853522518707,facility
371,1061.193824247192,506.4806579133137,facility
372,928.058147274158,438.01088118432494,facility
373,762.5895201791012,417.0895605171338,facility
374,671.2964845404493,441.8147576692687,facility
375,671.2964845404493,318.1887719085943,facility
376,416.43676004921247,228.7976745124145,facility
377,406.927068836853,321.99264839353816,facility
378,376.4960569573024,396.1682398499428,facility
379,424.0445130191002,443.7166959117407,facility
380,315.634033198201,493.1670902160104,facility
381,308.02628022831334,567.342681672415,facility
382,412.6328835642688,616.7930759766848,facility
383,290.9088360460661,696.6744821605052,facility
384,110.22470301123415,744.222938222303,facility
385,228.1448740444929,806.9869002238762,facility
386,342.26116859280785,826.0062826485953,facility
387,528.6511163550555,816.4965914362358,facility
388,580.0034489017972,675.7531614933141,facility
389,697.9236199350561,616.7930759766848,facility
390,724.5507553296628,628.2047054315162,facility
391,819.6476674532586,744.222938222303,facility
392,680.8061757528088,816.4965914362358,facility
393,1179.1139952804506,827.9082208910672,facility
394,1131.5655392186527,729.0074322825277,facility
395,1258.9954014642713,662.4395937960107,facility
396,1165.8004275831472,597.7736935519656,facility
397,1152.4868598858438,536.9116697928644,facility
398,1369.307819527642,605.3814465218534,facility
399,1483.4241140759573,620.5969524616287,facility
400,1633.6772352312382,652.9299025836511,facility
401,1262.7992779492151,314.3848954236505,facility
402,1333.170992920676,434.20700469938106,facility
403,1141.0752304310122,272.54225408926845,facility
404,1152.4868598858438,192.660847905448,facility
405,1025.0569976402255,217.3860450575828,facility
406,1047.8802565498886,78.54455335713305,facility
407,914.7445795768544,588.2640023396061,facility
408,570.4937576894378,523.598102095561,facility
409,366.98636574494265,390.4624251225271,road
410,302.3204655008976,582.5581876121903,road
411,1173.408180553035,580.6562493697185,road
412,1141.0752304310122,548.3232992476959,road
413,1365.5039430426982,624.4008289465725,road
414,1485.326052318429,694.7725439180333,facility
415,186.3022327101108,584.4601258546622,facility
416,754.9817672092134,337.2081543333135,facility
417,858.3394029850746,299.7454805970152,accident
418,933.2623880597015,686.8475701492539,accident
419,220.89785447761187,350.3151352611942,accident
